ID,SubModules,Level 0,Level 1,LevelID,OverlayTypeID,OverlayTypeName,ParentID,OverlayTypeValue,Red,Amber,Green,RAG,IsActive,OverlayTypeValueID,NA,ProcessNameLevelHeader,
,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,
124429,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,5,Issues,0,Process,0,1,0,2. R,TRUE,4,0,02. Plan and Build Range,
124454,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,43,Landmark System,0,MFP,0,1,0,2. R,TRUE,263,0,02. Plan and Build Range,
124479,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,43,Landmark System,0,RMS,0,1,0,2. R,TRUE,265,0,02. Plan and Build Range,
124503,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,50,JDA Module,0,JDA Enterprise Planning,0,0,0,4. N/A,TRUE,327,1,02. Plan and Build Range,
124527,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,02. Plan and Build Range,
124551,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,02. Plan and Build Range,
124575,Retail Fashion Group Value Chain,02.1. Plan Merchandising Range,02.1.6 Create and Manage Open to Buy,3950,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,02. Plan and Build Range,
124815,Retail Fashion Group Value Chain,01.3. Merchandising Strategy,01.3.6 Produce and roll up global financial targets,3680,84,Emotion,0,03 Stressed,0,0,0,4. N/A,TRUE,510,1,01. Strategy and Plan,
124839,Retail Fashion Group Value Chain,01.3. Merchandising Strategy,01.3.6 Produce and roll up global financial targets,3680,85,Energy,0,01 High Energy,0,0,0,4. N/A,TRUE,501,1,01. Strategy and Plan,
124863,Retail Fashion Group Value Chain,01.3. Merchandising Strategy,01.3.6 Produce and roll up global financial targets,3680,86,Teams,0,Commercial,0,0,0,4. N/A,TRUE,505,1,01. Strategy and Plan,
125247,Retail Fashion Group Value Chain,05.3. Promote the Brand,05.3.6 Manage Earned Marketing,3754,84,Emotion,0,04 Confused,0,0,0,4. N/A,TRUE,509,1,05. Sell and Serve,
125271,Retail Fashion Group Value Chain,05.3. Promote the Brand,05.3.6 Manage Earned Marketing,3754,85,Energy,0,01 High Energy,0,0,0,4. N/A,TRUE,501,1,05. Sell and Serve,
125295,Retail Fashion Group Value Chain,05.3. Promote the Brand,05.3.6 Manage Earned Marketing,3754,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,05. Sell and Serve,
125631,Retail Fashion Group Value Chain,04.4. Merch Plan and Manage Production,04.4.5 Monitor Supplier Performance,3657,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,04. Move,
125655,Retail Fashion Group Value Chain,04.4. Merch Plan and Manage Production,04.4.5 Monitor Supplier Performance,3657,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,04. Move,
125679,Retail Fashion Group Value Chain,04.4. Merch Plan and Manage Production,04.4.5 Monitor Supplier Performance,3657,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,04. Move,
126214,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,5,Issues,0,Process,1,0,0,1. DR,TRUE,4,0,04. Move,
126239,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,43,Landmark System,0,MFP,0,0,0,4. N/A,TRUE,263,1,04. Move,
126264,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,43,Landmark System,0,AP,0,0,0,4. N/A,TRUE,266,1,04. Move,
126288,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,50,JDA Module,0,Luminate Clearance Price,0,0,0,4. N/A,TRUE,331,1,04. Move,
126312,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,50,JDA Module,0,Assortment Optimisation (Hardlines and Grocery),0,0,0,4. N/A,TRUE,329,1,04. Move,
126336,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,50,JDA Module,0,Luminate Personalised Assortment,0,0,0,4. N/A,TRUE,328,1,04. Move,
126360,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,04. Move,
126384,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,85,Energy,0,01 High Energy,0,0,0,4. N/A,TRUE,501,1,04. Move,
126408,Retail Fashion Group Value Chain,04.1. Evaluate Trade Manage Merchandise Plan,04.1.6 Manage Product Exit,3627,86,Teams,0,Supply Chain,0,0,0,4. N/A,TRUE,508,1,04. Move,
126504,Retail Fashion Group Value Chain,03.3. Manufacture Product,03.3.5 Raw Material Stock Management,3619,84,Emotion,0,04 Confused,0,0,0,4. N/A,TRUE,509,1,03. Make,
126528,Retail Fashion Group Value Chain,03.3. Manufacture Product,03.3.5 Raw Material Stock Management,3619,85,Energy,0,01 High Energy,0,0,0,4. N/A,TRUE,501,1,03. Make,
126552,Retail Fashion Group Value Chain,03.3. Manufacture Product,03.3.5 Raw Material Stock Management,3619,86,Teams,0,Commercial,0,0,0,4. N/A,TRUE,505,1,03. Make,
126648,Retail Fashion Group Value Chain,03.2. Procure Product and Raw Material,03.2.6 Manage Raw Material Purchases,3601,84,Emotion,0,02 Sad,0,0,0,4. N/A,TRUE,504,1,03. Make,
126672,Retail Fashion Group Value Chain,03.2. Procure Product and Raw Material,03.2.6 Manage Raw Material Purchases,3601,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,03. Make,
126696,Retail Fashion Group Value Chain,03.2. Procure Product and Raw Material,03.2.6 Manage Raw Material Purchases,3601,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,03. Make,
126984,Retail Fashion Group Value Chain,02.7. Manage Channels,02.7.6 Manage and Resolve Sales order Demand Changes,3786,6,Opportunity,0,Cost Reduction,0,1,0,2. R,TRUE,8,0,02. Plan and Build Range,
127008,Retail Fashion Group Value Chain,02.7. Manage Channels,02.7.6 Manage and Resolve Sales order Demand Changes,3786,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,02. Plan and Build Range,
127032,Retail Fashion Group Value Chain,02.7. Manage Channels,02.7.6 Manage and Resolve Sales order Demand Changes,3786,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,02. Plan and Build Range,
127056,Retail Fashion Group Value Chain,02.7. Manage Channels,02.7.6 Manage and Resolve Sales order Demand Changes,3786,86,Teams,0,Supply Chain,0,0,0,4. N/A,TRUE,508,1,02. Plan and Build Range,
127200,Retail Fashion Group Value Chain,02.4. Design and Develop Products,02.4.6 Specify Product Details,3724,6,Opportunity,0,Growth Improvement,0,1,0,2. R,TRUE,10,0,02. Plan and Build Range,
127224,Retail Fashion Group Value Chain,02.4. Design and Develop Products,02.4.6 Specify Product Details,3724,84,Emotion,0,02 Sad,0,0,0,4. N/A,TRUE,504,1,02. Plan and Build Range,
127248,Retail Fashion Group Value Chain,02.4. Design and Develop Products,02.4.6 Specify Product Details,3724,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,02. Plan and Build Range,
127272,Retail Fashion Group Value Chain,02.4. Design and Develop Products,02.4.6 Specify Product Details,3724,86,Teams,0,Supply Chain,0,0,0,4. N/A,TRUE,508,1,02. Plan and Build Range,
127368,Retail Fashion Group Value Chain,05.7. Sell to Consumer,05.7.6 Manage VIC Relations,3635,84,Emotion,0,04 Confused,0,0,0,4. N/A,TRUE,509,1,05. Sell and Serve,
127392,Retail Fashion Group Value Chain,05.7. Sell to Consumer,05.7.6 Manage VIC Relations,3635,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,05. Sell and Serve,
127416,Retail Fashion Group Value Chain,05.7. Sell to Consumer,05.7.6 Manage VIC Relations,3635,86,Teams,0,Commercial,0,0,0,4. N/A,TRUE,505,1,05. Sell and Serve,
127512,Retail Fashion Group Value Chain,06.2. Analyse Merchandising Performance,06.2.4 Analyse attribute performance,3573,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,06. Exit and Review,
127536,Retail Fashion Group Value Chain,06.2. Analyse Merchandising Performance,06.2.4 Analyse attribute performance,3573,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,06. Exit and Review,
127560,Retail Fashion Group Value Chain,06.2. Analyse Merchandising Performance,06.2.4 Analyse attribute performance,3573,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,06. Exit and Review,
127656,Retail Fashion Group Value Chain,06.1. Analyse Business Performance,06.1.7 Plan Sample Sale,3605,84,Emotion,0,02 Sad,0,0,0,4. N/A,TRUE,504,1,06. Exit and Review,
127680,Retail Fashion Group Value Chain,06.1. Analyse Business Performance,06.1.7 Plan Sample Sale,3605,85,Energy,0,01 High Energy,0,0,0,4. N/A,TRUE,501,1,06. Exit and Review,
127704,Retail Fashion Group Value Chain,06.1. Analyse Business Performance,06.1.7 Plan Sample Sale,3605,86,Teams,0,Supply Chain,0,0,0,4. N/A,TRUE,508,1,06. Exit and Review,
127944,Retail Fashion Group Value Chain,05.7. Sell to Consumer,05.7.11 Solicit Customer Feedback,3647,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,05. Sell and Serve,
127968,Retail Fashion Group Value Chain,05.7. Sell to Consumer,05.7.11 Solicit Customer Feedback,3647,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,05. Sell and Serve,
127992,Retail Fashion Group Value Chain,05.7. Sell to Consumer,05.7.11 Solicit Customer Feedback,3647,86,Teams,0,Commercial,0,0,0,4. N/A,TRUE,505,1,05. Sell and Serve,
128235,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.8 Identify Trading Actions,3685,5,Issues,0,Process,0,1,0,2. R,TRUE,4,0,05. Sell and Serve,
128259,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.8 Identify Trading Actions,3685,50,JDA Module,0,Luminate Market Price,0,0,0,4. N/A,TRUE,332,1,05. Sell and Serve,
128283,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.8 Identify Trading Actions,3685,50,JDA Module,0,Luminate Clearance Price,0,0,0,4. N/A,TRUE,331,1,05. Sell and Serve,
128307,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.8 Identify Trading Actions,3685,84,Emotion,0,04 Confused,0,0,0,4. N/A,TRUE,509,1,05. Sell and Serve,
128331,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.8 Identify Trading Actions,3685,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,05. Sell and Serve,
128355,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.8 Identify Trading Actions,3685,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,05. Sell and Serve,
128451,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.9 Manage After Sales Service,3707,84,Emotion,0,04 Confused,0,0,0,4. N/A,TRUE,509,1,05. Sell and Serve,
128475,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.9 Manage After Sales Service,3707,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,05. Sell and Serve,
128499,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.9 Manage After Sales Service,3707,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,05. Sell and Serve,
128643,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.6 Manage POS Operations,3702,11,Oracle On Premise Application,0,XstorePOS-Xstore Point Of Service,0,0,0,4. N/A,TRUE,59,1,05. Sell and Serve,
128667,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.6 Manage POS Operations,3702,84,Emotion,0,03 Stressed,0,0,0,4. N/A,TRUE,510,1,05. Sell and Serve,
128691,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.6 Manage POS Operations,3702,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,05. Sell and Serve,
128715,Retail Fashion Group Value Chain,05.5. Manage Sales Operations,05.5.6 Manage POS Operations,3702,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,05. Sell and Serve,
128955,Retail Fashion Group Value Chain,05.3. Promote the Brand,05.3.8 Manage Public Relations,3760,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,05. Sell and Serve,
128979,Retail Fashion Group Value Chain,05.3. Promote the Brand,05.3.8 Manage Public Relations,3760,85,Energy,0,02 Low Energy,0,0,0,4. N/A,TRUE,502,1,05. Sell and Serve,
129003,Retail Fashion Group Value Chain,05.3. Promote the Brand,05.3.8 Manage Public Relations,3760,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,05. Sell and Serve,
129678,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.3 Manage Stock Intake,3658,84,Emotion,0,01 Happy,0,0,0,4. N/A,TRUE,503,1,05. Sell and Serve,
129702,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.3 Manage Stock Intake,3658,85,Energy,0,01 High Energy,0,0,0,4. N/A,TRUE,501,1,05. Sell and Serve,
129726,Retail Fashion Group Value Chain,05.6. Merchandising - Trade and Forecast,05.6.3 Manage Stock Intake,3658,86,Teams,0,Merchandising,0,0,0,4. N/A,TRUE,507,1,05. Sell and Serve,
129918,Retail Fashion Group Value Chain,06.1. Analyse Business Performance,06.1.3 Review Customer Behavior,3577,10,Oracle Cloud SAAS,0,RICS-Retail Insights Cloud Service,0,0,0,4. N/A,TRUE,62,1,06. Exit and Review,
